"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,4.903203735E0,-7.208859100E0,4.814588013E0
9.978999995E-3,4.997807007E0,-7.571854248E0,5.110073547E0
1.998899999E-2,5.014721832E0,-8.088579712E0,5.069807281E0
2.999900000E-2,5.245541840E0,-8.856333160E0,5.159321136E0
3.997799999E-2,5.398823090E0,-9.426048431E0,5.430706787E0
4.995700000E-2,5.041665802E0,-9.521699524E0,5.628445587E0
5.993600000E-2,4.273912354E0,-9.270222473E0,5.782475281E0
6.991599999E-2,3.435805206E0,-8.862021332E0,5.896837463E0
7.992500000E-2,2.463876343E0,-8.263266449E0,5.733527069E0
8.990499999E-2,1.780547333E0,-7.688461761E0,5.670957184E0
9.988400000E-2,1.620829468E0,-7.530390472E0,5.593717804E0
1.098630000E-1,1.893262939E0,-7.931256866E0,4.569846954E0
1.198420000E-1,1.803300018E0,-9.005572815E0,3.307072906E0
1.298220000E-1,1.149459686E0,-1.084075653E1,2.498903503E0
1.398310000E-1,7.509883118E-1,-1.416324738E1,2.864143982E0
1.498110000E-1,1.344653778E0,-1.695658859E1,3.922143860E0
1.597900000E-1,1.909728699E0,-1.732931351E1,3.496878204E0
1.697690000E-1,2.251617737E0,-1.644195877E1,2.383493500E0
1.797480000E-1,2.509381714E0,-1.386476807E1,1.616937561E0
1.897168750E-1,5.216651917E-1,-9.947264557E0,1.588496704E0
1.997258750E-1,-1.139280853E0,-6.291566620E0,1.130149841E0
2.097058750E-1,-1.670975189E0,-4.066892853E0,8.746311951E-1
2.196848750E-1,-1.985770569E0,-4.387526093E0,1.166973267E0
2.296638750E-1,-2.329904938E0,-5.792055359E0,1.197509766E0
2.396428750E-1,-3.934717712E0,-7.331603851E0,1.741777954E0
2.496528750E-1,-5.337899780E0,-9.852661285E0,2.785557404E0
2.596318750E-1,-5.633235626E0,-1.293744644E1,3.909120941E0
2.696118750E-1,-5.153632965E0,-1.573438019E1,5.056335297E0
2.795908750E-1,-3.361709290E0,-1.648297348E1,5.880072327E0
2.895698750E-1,-8.604107666E-1,-1.415142197E1,5.284909973E0
2.995488750E-1,8.047265625E-1,-1.042552002E1,3.801644440E0
3.095588750E-1,9.125024414E-1,-8.545279999E0,3.627855835E0
3.195378750E-1,1.095571747E0,-7.107819214E0,3.937262421E0
3.295178750E-1,7.262896729E-1,-6.265520782E0,3.890110474E0
3.394968750E-1,-3.124003601E-1,-6.369554443E0,3.376378784E0
3.494758750E-1,-1.007105713E0,-6.938221893E0,3.022814026E0
3.594548750E-1,-1.142723694E0,-7.548203430E0,3.126248932E0
3.694648750E-1,-7.921527100E-1,-8.191864929E0,3.698957977E0
3.794438750E-1,-4.326004028E-1,-9.059760132E0,3.869603119E0
3.894238750E-1,3.263214111E-2,-9.953551483E0,3.881129150E0
3.994028750E-1,5.695655823E-1,-1.048779053E1,3.744613037E0
4.093818750E-1,6.496490479E-1,-1.050680099E1,3.485651550E0
4.193918750E-1,5.590873718E-1,-1.002809647E1,3.269051971E0
4.293708750E-1,3.749702454E-1,-9.061257019E0,2.929408264E0
4.393498750E-1,6.731501770E-1,-8.519533539E0,3.024161224E0
4.493298750E-1,9.502239990E-1,-8.562643890E0,3.412004700E0
4.593088750E-1,6.626719666E-1,-8.702752533E0,3.468137970E0
4.692878750E-1,1.092727661E-1,-8.808432770E0,3.166365509E0
4.792978750E-1,-2.481838989E-1,-8.862769775E0,2.856060791E0
4.892768750E-1,-5.731581116E-1,-9.088051300E0,2.732268219E0
4.992558750E-1,-9.095086670E-1,-9.555529175E0,2.744991760E0
5.092358750E-1,-1.088536377E0,-9.977501678E0,2.927312622E0
5.192148750E-1,-1.080602875E0,-9.967173157E0,3.177891541E0
5.291938750E-1,-9.274713135E-1,-9.873917084E0,3.532354431E0
5.392038750E-1,-8.517288208E-1,-9.629176025E0,4.037853241E0
5.491828750E-1,-1.066532135E0,-9.159602509E0,4.592150574E0
5.591618750E-1,-1.293160858E0,-8.288114777E0,5.038073273E0
5.691418750E-1,-1.383572845E0,-7.417824554E0,4.856051788E0
5.791208750E-1,-1.338067474E0,-6.895410919E0,4.080813904E0
5.891308750E-1,-1.037492523E0,-6.158942413E0,3.301235046E0
5.991098750E-1,-8.936416626E-1,-5.959856415E0,2.637365570E0
6.090888750E-1,-9.910890198E-1,-6.704258423E0,2.297123108E0
6.190678750E-1,-1.172811127E0,-7.975115662E0,2.381996613E0
6.290478750E-1,-1.321601715E0,-9.253008270E0,2.656974792E0
6.390268750E-1,-1.379680939E0,-9.911039886E0,3.089575195E0
6.490368750E-1,-1.255439301E0,-9.866582336E0,3.942351837E0
6.590158750E-1,-1.153501282E0,-9.478289795E0,4.955744476E0
6.689948750E-1,-9.690847778E-1,-8.987161102E0,5.489833832E0
6.789738750E-1,-6.215075684E-1,-8.410260773E0,5.518723755E0
6.889538750E-1,-6.047424316E-2,-7.911497955E0,5.232668610E0
6.989328750E-1,4.632865906E-1,-7.550748138E0,4.553979950E0
7.089428750E-1,8.493338013E-1,-7.169940033E0,3.785328369E0
7.189218750E-1,1.001866608E0,-6.620881805E0,3.352428589E0
7.289008750E-1,8.512797546E-1,-5.859564972E0,2.985990601E0
7.388798750E-1,6.179150391E-1,-5.126988373E0,2.762655029E0
7.488598750E-1,3.591032410E-1,-4.666545868E0,2.581232300E0
7.588688750E-1,-3.517684937E-2,-4.543202362E0,2.259850616E0
7.688488750E-1,-3.412902832E-1,-4.857997742E0,2.377206573E0
7.788278750E-1,-5.884263611E-1,-5.638624420E0,2.677631836E0
7.888068750E-1,-1.226399689E0,-7.176526337E0,2.974614258E0
7.987858750E-1,-2.221679993E0,-9.870324554E0,3.452270966E0
8.087658750E-1,-2.769840088E0,-1.389695114E1,4.109554138E0
8.187748750E-1,-2.504741364E0,-1.917452637E1,3.989503784E0
8.287548750E-1,-9.991722107E-1,-2.289593765E1,3.777095490E0
8.387338750E-1,1.781744843E0,-2.368345001E1,3.318299561E0
8.487128750E-1,3.732637939E0,-2.294548462E1,1.482517090E0
8.586918750E-1,5.009632416E0,-2.057516373E1,-7.107220459E-1
8.686718750E-1,5.643264771E0,-1.702230194E1,-2.066303101E0
8.786818750E-1,6.386020203E0,-1.353784790E1,-1.983225861E0
8.886608750E-1,6.582411804E0,-1.077923447E1,-1.042881317E0
8.986398750E-1,5.767656097E0,-8.685987396E0,9.933343506E-1
9.086188750E-1,4.563260651E0,-6.912924500E0,2.695444794E0
9.185978750E-1,3.016527100E0,-5.964347076E0,3.717369690E0
9.286078750E-1,1.590292969E0,-5.583389282E0,3.958817596E0
9.385878750E-1,6.083349609E-1,-5.384003906E0,3.484903107E0
9.485668750E-1,2.679428101E-1,-5.560636597E0,2.784808960E0
9.585458750E-1,1.907034302E-1,-6.404880981E0,2.124382324E0
9.685248750E-1,-2.131567383E-1,-7.346423035E0,1.638343048E0
9.785038750E-1,-7.746391296E-1,-8.130642242E0,1.302740936E0
9.885138750E-1,-1.049467621E0,-8.577163696E0,1.235081635E0
9.984938750E-1,-8.942404175E-1,-8.940158844E0,1.707798615E0
1.008472875E0,-6.167175293E-1,-9.321715393E0,2.298170929E0
1.018451875E0,-4.111949158E-1,-9.552685089E0,2.763553162E0
1.028430875E0,-4.989125061E-1,-9.533674622E0,2.927013245E0
1.038410875E0,-5.572911072E-1,-9.152118073E0,2.813848572E0
1.048419875E0,-5.387297058E-1,-8.497379608E0,2.634072418E0
1.058399875E0,-6.233038330E-1,-7.584278412E0,2.307152252E0
1.068378875E0,-7.946974182E-1,-6.859934692E0,1.965861969E0
1.078357875E0,-6.457571411E-1,-6.638545074E0,1.890568542E0
1.088336875E0,-4.370910645E-2,-6.745871887E0,1.895358582E0
1.098346875E0,8.554710388E-1,-6.831643524E0,2.020198975E0
1.108325875E0,1.739682312E0,-6.892117767E0,2.227517853E0
1.118305875E0,2.630180511E0,-6.938521271E0,2.650687866E0
1.128284875E0,3.757785645E0,-6.984326019E0,3.427572327E0
1.138263875E0,5.009632416E0,-6.959328003E0,4.330943756E0
1.148242875E0,6.041736145E0,-7.217840424E0,5.037025452E0
1.158252875E0,6.842121735E0,-7.767497406E0,5.352868652E0
1.168231875E0,7.291187897E0,-8.300389252E0,5.459746399E0
1.178211875E0,7.408094788E0,-8.628207550E0,5.757028198E0
1.188190875E0,6.800059204E0,-8.664282532E0,6.012696533E0
1.198152000E0,5.282215576E0,-8.767118683E0,6.107898560E0
1.208162000E0,3.971092072E0,-8.793613586E0,6.059698792E0
1.218141000E0,2.785407715E0,-8.638835449E0,5.863756256E0
1.228120000E0,1.734143829E0,-8.312064972E0,5.675597534E0
1.238100000E0,1.535057831E0,-8.405171356E0,5.453309784E0
1.248079000E0,2.122735748E0,-9.889784088E0,4.478985901E0
1.258058000E0,2.223476257E0,-1.218226685E1,3.252586212E0
1.268068000E0,1.988015900E0,-1.486663467E1,3.388054504E0
1.278047000E0,1.895358582E0,-1.627984589E1,4.073928223E0
1.288026000E0,1.689087524E0,-1.492172012E1,2.671494598E0
1.298006000E0,1.834734650E0,-1.413555496E1,1.487756195E0
1.307985000E0,2.279160461E0,-1.479762817E1,2.224075012E0
1.317964000E0,1.699865112E0,-1.284868103E1,2.286644897E0
1.327974000E0,1.531315613E-1,-8.806935883E0,1.404678955E0
1.337953000E0,-1.119222565E0,-5.436245270E0,1.459165649E0
1.347932000E0,-1.808688812E0,-3.843557281E0,2.141446838E0
1.357912000E0,-2.263742523E0,-4.064048767E0,2.376009064E0
1.367891000E0,-3.271147614E0,-5.002597046E0,2.098336487E0
1.377901000E0,-4.316423950E0,-7.058871002E0,1.872007141E0
1.387880000E0,-4.450245667E0,-1.031340317E1,1.973346405E0
1.397859000E0,-3.785627747E0,-1.439092392E1,2.668800201E0
1.407838000E0,-2.384241943E0,-1.812311279E1,4.273762665E0
1.417818000E0,-9.639953613E-2,-1.941462708E1,5.201084290E0
1.427797000E0,1.274150391E0,-1.590263031E1,4.707859955E0
1.437807000E0,7.688012695E-1,-1.007405090E1,3.548221436E0
1.447786000E0,2.986289978E-1,-6.530020752E0,2.789748688E0
1.457765000E0,-3.824546814E-1,-4.971012726E0,2.808160400E0
1.467744000E0,-1.155447235E0,-4.775219879E0,3.457809448E0
1.477724000E0,-1.476529541E0,-5.270539856E0,3.704197083E0
1.487703000E0,-1.238674164E0,-6.126909027E0,3.711531830E0
1.497713000E0,-5.074447632E-1,-6.942562866E0,3.724105682E0
1.507692000E0,3.760180664E-1,-7.957751770E0,3.894601135E0
1.517671000E0,1.427281952E0,-9.166488190E0,4.149221649E0
1.527650000E0,1.834884338E0,-9.848619690E0,3.934418335E0
1.537630000E0,2.008074188E0,-1.028301636E1,3.676354980E0
1.547639000E0,1.969753876E0,-1.018287460E1,3.377127228E0
1.557619000E0,1.657353516E0,-9.692194977E0,3.165916443E0
1.567598000E0,1.421893158E0,-9.225166168E0,3.118914185E0
1.577577000E0,1.198707275E0,-8.915310516E0,3.050057373E0
1.587556000E0,8.776249695E-1,-9.058562622E0,3.026855621E0
1.597536000E0,4.348457336E-1,-8.951235809E0,3.057990875E0
1.607545000E0,1.246907043E-1,-8.450227661E0,3.080294495E0
1.617525000E0,-4.460723877E-2,-8.445138245E0,3.119812317E0
1.627504000E0,-3.890409851E-1,-8.489745483E0,3.198847961E0
1.637483000E0,-5.191204834E-1,-8.602161713E0,3.142714691E0
1.647462000E0,-6.631210327E-1,-9.111851807E0,3.407214661E0
1.657472000E0,-7.156617737E-1,-9.729916534E0,3.312461700E0
1.667451000E0,-5.532495117E-1,-9.840237122E0,3.435954895E0
1.677431000E0,-4.752616882E-1,-9.883497162E0,3.751199341E0
1.687410000E0,-3.905378723E-1,-9.718390503E0,4.148622894E0
1.697389000E0,-3.857478333E-1,-9.399104462E0,4.546196136E0
1.707368000E0,-3.794609070E-1,-8.678053894E0,4.655768280E0
1.717378000E0,-5.421725464E-1,-7.933951263E0,4.311933289E0
1.727357000E0,-8.431965637E-1,-7.209457855E0,3.522025909E0
1.737337000E0,-1.008901978E0,-6.699019318E0,2.632126465E0
1.747316000E0,-1.154549103E0,-6.912475433E0,2.170785828E0
1.757295000E0,-1.186881866E0,-7.737260284E0,2.196831665E0
1.767274000E0,-1.073417816E0,-8.705297241E0,2.546205139E0
