"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.381399995E-2,-3.161173761E-1,-8.303431273E-1,-2.674644887E-1
2.385999996E-2,-4.852367342E-1,-9.650883675E-1,-4.244553149E-1
3.390599997E-2,-5.906321406E-1,-1.099733233E0,-5.903736949E-1
4.395299999E-2,-6.500613689E-1,-1.253205776E0,-9.005023837E-1
5.399900000E-2,-7.317466140E-1,-1.389696956E0,-1.344991326E0
6.404499995E-2,-8.678718805E-1,-1.392704725E0,-1.737922072E0
7.409099996E-2,-1.156021118E0,-1.447695255E0,-1.923997998E0
8.413699997E-2,-1.590738058E0,-1.832628846E0,-1.647310734E0
9.418299998E-2,-2.003576994E0,-1.655222178E0,-1.395372987E0
1.042290000E-1,-2.377132177E0,-1.108753085E0,-1.198587298E0
1.142759999E-1,-2.522552967E0,-2.879723907E-1,-1.162162066E0
1.243220000E-1,-2.408872843E0,2.328429073E-1,-1.172557235E0
1.343680000E-1,-2.172938108E0,3.114327788E-1,-1.025630116E0
1.444140000E-1,-1.803089738E0,2.521216869E-1,-8.352426887E-1
1.544600000E-1,-1.317221880E0,2.547454238E-1,-7.191637754E-1
1.645060000E-1,-7.901791930E-1,2.773057818E-1,-6.107720137E-1
1.745520000E-1,-3.422290683E-1,9.326139838E-2,-5.177299380E-1
1.845980000E-1,-1.120813563E-2,-2.545774877E-1,-4.577884078E-1
1.946450000E-1,2.002521753E-1,-6.365845203E-1,-4.339083731E-1
2.046910000E-1,3.144507408E-1,-1.027193427E0,-4.222583771E-1
2.147369999E-1,4.178021550E-1,-1.410193443E0,-3.260447681E-1
2.247830000E-1,5.767446756E-1,-1.819195867E0,-2.200463712E-1
2.348290000E-1,7.952588797E-1,-2.131471634E0,-1.683437675E-1
2.448750000E-1,1.065864444E0,-1.174616933E0,-2.062306553E-1
2.549210000E-1,1.099043608E0,-1.031763315E0,-4.832555652E-1
2.649679999E-1,9.659991264E-1,-1.035654187E0,-8.567424417E-1
2.750140000E-1,7.509174943E-1,-1.359101415E0,-1.193290353E0
2.850600000E-1,5.442948341E-1,-1.353150606E0,-1.364863753E0
2.951060000E-1,3.617356718E-1,-9.468534589E-1,-1.408618927E0
3.051520000E-1,1.340609323E-2,-5.825195312E-1,-1.308708429E0
3.151980000E-1,-6.019856930E-1,-3.407153785E-1,-1.101248980E0
3.252439999E-1,-1.353547215E0,3.393800184E-2,-8.806664944E-1
3.352900000E-1,-2.055774450E0,5.898121595E-1,-6.584142447E-1
3.453370000E-1,-2.669869184E0,1.125486732E0,-4.613530934E-1
3.553830000E-1,-3.184979916E0,1.557264805E0,-3.627468944E-1
3.654290000E-1,-3.571881533E0,1.901912332E0,-3.467797637E-1
3.754749999E-1,-3.804595232E0,2.218544483E0,-3.209492266E-1
3.855210000E-1,-3.908742189E0,2.524605513E0,-2.228950560E-1
3.955670000E-1,-3.836003304E0,2.874055862E0,-1.310330331E-1
4.056130000E-1,-3.604979277E0,3.192209244E0,-8.639160544E-2
4.156590000E-1,-3.287373543E0,3.271771908E0,-9.475685656E-2
4.257060000E-1,-2.949015617E0,3.131628275E0,-1.269229800E-1
4.357520000E-1,-2.652110100E0,2.770619631E0,-1.791608930E-1
4.457980000E-1,-2.355321646E0,2.161866188E0,-2.539499700E-1
4.558440000E-1,-1.979726911E0,1.355563760E0,-3.179742396E-1
4.658900000E-1,-1.495231032E0,6.009360552E-1,-3.133207560E-1
4.759359999E-1,-9.558633566E-1,-3.756025061E-2,-2.305196077E-1
4.859820000E-1,-4.459707141E-1,-5.362861156E-1,-1.018232629E-1
4.960290000E-1,1.604675781E-3,-9.116395116E-1,3.086793981E-2
5.060750000E-1,3.737609684E-1,-1.178325653E0,9.840673208E-2
5.161210000E-1,6.554328203E-1,-1.504716516E0,1.335777640E-1
5.261669999E-1,8.819109201E-1,-1.840856075E0,1.905760616E-1
5.362130000E-1,1.051647425E0,-2.097619534E0,2.693536878E-1
5.462590000E-1,1.116976500E0,-2.300611734E0,3.565933108E-1
5.563050000E-1,1.124762535E0,-2.381274462E0,4.661799967E-1
5.663510000E-1,1.076747298E0,-2.253320217E0,5.480703712E-1
5.763979999E-1,8.811178207E-1,-1.686339378E0,6.813288331E-1
5.864440000E-1,6.605759859E-1,-1.371097207E0,8.262883425E-1
5.964900000E-1,6.296241879E-1,-1.409442186E0,9.846438766E-1
6.065360000E-1,6.890399456E-1,-1.563624978E0,1.102915883E0
6.165820000E-1,7.119753361E-1,-1.692364216E0,1.115015864E0
6.266280000E-1,6.230180860E-1,-1.666279674E0,1.031361103E0
6.366740000E-1,3.984467685E-1,-1.491639614E0,9.168558717E-1
6.467200000E-1,5.320391431E-2,-1.123113513E0,7.552396059E-1
6.567670000E-1,-1.030408144E-1,-8.464382291E-1,6.633288264E-1
6.668130000E-1,-2.809153497E-1,-7.174455523E-1,7.025171518E-1
6.768590000E-1,-3.325063884E-1,-5.572508574E-1,7.317029834E-1
6.869050000E-1,-2.811585963E-1,-3.889273703E-1,7.251440883E-1
6.969510000E-1,-1.679944843E-1,-2.459241450E-1,7.480430603E-1
7.069970000E-1,-3.350023553E-2,-1.972628683E-1,7.982806563E-1
7.170430000E-1,1.248265505E-1,-2.185913175E-1,8.701684475E-1
7.270890000E-1,3.204707503E-1,-3.722932935E-1,9.641525745E-1
7.371360000E-1,5.420031548E-1,-8.383163810E-1,1.264055848E0
7.471820000E-1,8.506306410E-1,-1.259974360E0,1.591636777E0
7.572280000E-1,1.129511595E0,-1.597176790E0,1.640262365E0
7.672740000E-1,1.318156958E0,-2.073428154E0,1.722045779E0
7.773200000E-1,1.428060293E0,-2.512151480E0,2.085588455E0
7.873659999E-1,1.494104862E0,-2.635120392E0,2.414102793E0
7.974120000E-1,1.597948432E0,-2.593192816E0,2.772138596E0
8.074580000E-1,1.724969149E0,-2.545600176E0,3.096215487E0
8.175050000E-1,1.827313542E0,-2.529807568E0,3.274205208E0
8.275510000E-1,1.916911840E0,-2.631498337E0,3.343366146E0
8.375969999E-1,1.937581182E0,-2.871525526E0,3.320085526E0
8.476430000E-1,1.832125068E0,-2.998224497E0,3.204969645E0
8.576890000E-1,1.692149043E0,-3.079961061E0,3.074273586E0
8.677350000E-1,1.601719618E0,-3.201813459E0,3.050742149E0
8.777810000E-1,1.599144936E0,-3.672929049E0,3.109902143E0
8.878270000E-1,1.612733483E0,-4.255644798E0,3.080718040E0
8.978740000E-1,1.203348637E0,-3.983772755E0,2.531377316E0
9.079200000E-1,1.015990734E0,-3.632442236E0,2.221526384E0
9.179660000E-1,1.189898849E0,-3.630393982E0,2.372655392E0
9.280120000E-1,1.302370906E0,-3.738518476E0,2.591654062E0
9.380580000E-1,1.075868011E0,-3.732298136E0,2.587637186E0
9.481040000E-1,5.932512283E-1,-3.638628244E0,2.518823385E0
9.581500000E-1,1.442875713E-1,-3.503063202E0,2.766921997E0
9.681957916E-1,-1.629785746E-1,-3.258357525E0,3.150892973E0
9.782427917E-1,-3.616927266E-1,-2.931488991E0,3.605794907E0
9.882887916E-1,-5.481299758E-1,-2.512762547E0,3.913304806E0
9.983347916E-1,-7.926155925E-1,-2.120447636E0,4.157265663E0
1.008380792E0,-1.051720858E0,-1.767153263E0,4.348029613E0
1.018426792E0,-1.293121457E0,-1.357836008E0,4.472428799E0
1.028472792E0,-1.519826651E0,-8.916532397E-1,4.539677143E0
1.038518792E0,-1.821236372E0,-5.573508739E-1,4.545506477E0
1.048564792E0,-2.366042852E0,-6.671342254E-1,4.525634766E0
1.058611792E0,-3.216572762E0,-1.307281137E0,4.461607456E0
1.068657792E0,-3.768644094E0,-2.014145374E0,4.412024021E0
1.078703792E0,-3.723192453E0,-2.213801384E0,4.343354225E0
1.088749792E0,-3.341912746E0,-2.051810980E0,4.299552441E0
1.098795792E0,-2.901147127E0,-2.002575397E0,4.348305702E0
1.108841792E0,-2.524305105E0,-2.044585466E0,4.455351830E0
1.118887792E0,-2.290496111E0,-1.948738456E0,4.615499496E0
1.128933792E0,-2.235193729E0,-1.599182487E0,4.834328175E0
1.138979792E0,-2.310828209E0,-9.519421458E-1,5.072640896E0
1.149026792E0,-2.477085590E0,-1.988670826E-1,5.245634079E0
1.159072792E0,-2.641501427E0,4.666416645E-1,5.188439369E0
1.169118792E0,-2.663089514E0,1.179161310E0,4.921286583E0
1.179164792E0,-2.552971840E0,1.837270498E0,4.520191193E0
1.189210792E0,-2.259904146E0,2.194353819E0,3.954179049E0
1.199256792E0,-1.744875431E0,2.510137558E0,3.429122210E0
1.209302792E0,-1.182288647E0,2.913740396E0,3.032884598E0
1.219348792E0,-7.704324126E-1,3.383154392E0,2.750161886E0
1.229395792E0,-6.212308407E-1,3.916596174E0,2.582774162E0
1.239441792E0,-6.682324409E-1,4.389885426E0,2.500461340E0
1.249487792E0,-7.682521343E-1,4.665384293E0,2.465003967E0
1.259533792E0,-8.291934729E-1,4.739000797E0,2.418372631E0
1.269579792E0,-8.175717592E-1,4.578041077E0,2.343085527E0
1.279625792E0,-7.007082105E-1,4.328811646E0,2.275858164E0
1.289671792E0,-4.829802811E-1,4.107786179E0,2.255633831E0
1.299717792E0,-1.840255260E-1,3.913264036E0,2.274747133E0
1.309763792E0,1.992665082E-1,3.664456844E0,2.301197529E0
1.319810792E0,5.643408895E-1,3.403101444E0,2.342150688E0
1.329856792E0,2.778848410E-1,3.096342325E0,2.256505013E0
1.339902792E0,-3.775593042E-1,3.187462091E0,2.223650217E0
1.349948792E0,-8.640389442E-1,3.383338451E0,2.320264339E0
1.359994792E0,-9.750924706E-1,3.495167494E0,2.386302710E0
1.370040792E0,-9.155167937E-1,3.540512323E0,2.623179197E0
1.380086792E0,-7.669594884E-1,3.505540848E0,2.381722689E0
1.390132792E0,-3.861203492E-1,3.231089830E0,2.197965622E0
1.400179792E0,-1.697467715E-1,2.933073521E0,2.214398861E0
1.410225792E0,3.945555091E-1,3.052101612E0,2.393482447E0
1.420271792E0,1.365795970E0,2.634079695E0,2.614793777E0
1.430317792E0,2.499506235E0,1.835958123E0,2.662586451E0
1.440363792E0,3.185604095E0,4.605353177E-1,2.407549381E0
1.450409792E0,2.031473637E0,3.343455195E-1,1.889821887E0
1.460455792E0,7.054646015E-1,5.975589752E-1,1.469134808E0
1.470501792E0,2.356940508E-1,8.532064557E-1,1.222244740E0
1.480548792E0,1.162089407E-1,7.435169816E-1,1.037846208E0
1.490594792E0,9.722743183E-3,1.753094345E-1,7.483780384E-1
1.500640792E0,-5.881876498E-2,-4.922369123E-1,4.888546467E-1
1.510686792E0,-2.717204094E-1,-1.060297251E0,3.677141368E-1
1.520732792E0,-3.995377719E-1,-1.456257701E0,3.791028857E-1
1.530778792E0,-2.844653726E-1,-1.824228644E0,3.813335896E-1
1.540824792E0,-1.506084949E-1,-2.054695845E0,2.379926890E-1
1.550870792E0,-1.733168066E-1,-2.055109501E0,-6.080983439E-4
1.560916792E0,-3.249910474E-1,-1.869433045E0,-2.789638042E-1
