"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.747199999E-2,3.572837636E-2,-1.568538249E-1,4.115136340E-2
2.745499999E-2,-1.448182315E-1,-2.875346839E-1,1.271746904E-1
3.743899999E-2,-1.988902539E-1,-3.274224401E-1,1.794578731E-1
4.742300000E-2,-2.267021686E-1,-2.411260307E-1,2.077376395E-1
5.740599999E-2,-2.331709862E-1,-1.257003546E-1,2.095515132E-1
6.739000000E-2,-2.542552650E-1,-7.490515709E-2,1.813521534E-1
7.737399999E-2,-2.599365711E-1,-5.383635685E-2,1.330232322E-1
8.735700000E-2,-2.456010729E-1,-1.060043275E-2,6.682405621E-2
9.734099999E-2,-2.268119305E-1,-9.352209046E-3,-2.736662142E-2
1.073250000E-1,-1.897133440E-1,-2.638511732E-2,-1.242486164E-1
1.173080000E-1,-1.584803164E-1,-1.718069986E-2,-2.084500492E-1
1.272920000E-1,-1.560451984E-1,-2.278889343E-2,-2.617486119E-1
1.372760000E-1,-1.863123029E-1,-6.185906380E-2,-2.847705483E-1
1.472590000E-1,-2.359554023E-1,-5.564852431E-2,-2.902793586E-1
1.572430000E-1,-2.947846055E-1,-1.066035852E-1,-2.822075784E-1
1.672270000E-1,-3.327395916E-1,-1.513015330E-1,-2.735919654E-1
1.772100000E-1,-3.447813392E-1,-1.569807231E-1,-2.396017611E-1
1.871940000E-1,-3.305597603E-1,-1.216129437E-1,-2.224653661E-1
1.971780000E-1,-2.800672948E-1,-4.397833347E-2,-2.223124951E-1
2.071610000E-1,-2.293317318E-1,6.926637143E-2,-2.246109098E-1
2.171450000E-1,-1.865706742E-1,1.690627337E-1,-2.436349243E-1
2.271290000E-1,-2.052123398E-1,2.516755164E-1,-2.679669857E-1
2.371120000E-1,-2.281115204E-1,3.121497631E-1,-2.730613351E-1
2.470960000E-1,-2.692724168E-1,3.810097277E-1,-2.664993107E-1
2.570800000E-1,-3.385271132E-1,4.194263518E-1,-2.469687760E-1
2.670630000E-1,-4.110516608E-1,3.954272866E-1,-2.189137638E-1
2.770470000E-1,-4.741834998E-1,3.517471850E-1,-1.990311444E-1
2.870310000E-1,-5.116451383E-1,3.273751736E-1,-1.863331497E-1
2.970140000E-1,-5.117458105E-1,3.073149323E-1,-1.639261246E-1
3.069980000E-1,-4.313341081E-1,5.238407850E-1,-1.242707148E-1
3.169820000E-1,-2.878890634E-1,7.381142378E-1,-8.124442399E-2
3.269650000E-1,-1.715498269E-1,7.458361983E-1,-4.987891018E-2
3.369490000E-1,-1.153608561E-1,6.734813452E-1,-4.718192667E-2
3.469330000E-1,-1.324862391E-1,6.055032611E-1,-6.765317172E-2
3.569160000E-1,-1.946513504E-1,5.171499848E-1,-8.617972583E-2
3.669000000E-1,-2.916541994E-1,5.065399408E-1,-7.362325490E-2
3.768840000E-1,-3.805603683E-1,4.118150771E-1,-3.688388690E-2
3.868670000E-1,-5.010544658E-1,8.133729547E-2,2.230532467E-3
3.968510000E-1,-6.301051378E-1,-3.784681261E-1,8.053001948E-3
4.068350000E-1,-6.811888814E-1,-7.528024316E-1,-7.291372120E-2
4.168180000E-1,-7.061805129E-1,-1.015259385E0,-1.926382482E-1
4.268020000E-1,-6.706552505E-1,-7.961301804E-1,-2.900925577E-1
4.367860000E-1,-3.304979503E-1,-4.146195650E-1,-3.192791939E-1
4.467690000E-1,-1.438726187E-1,-6.171274558E-2,-3.570845127E-1
4.567530000E-1,-1.216278039E-2,-2.531338334E-1,-4.862236083E-1
4.667370000E-1,3.398740292E-2,-1.691545844E-1,-6.082940698E-1
4.767200000E-1,1.189326569E-1,7.227136195E-2,-5.487271547E-1
4.867040000E-1,3.224089444E-1,6.485815644E-1,-6.183098555E-1
4.966880000E-1,-3.189880401E-2,1.762195826E-1,-6.738676429E-1
5.066710000E-1,-3.220821619E-1,-1.771149635E-1,-6.592224836E-1
5.166550000E-1,-5.046865940E-1,-4.991230965E-1,-5.580798984E-1
5.266390000E-1,-6.693096161E-1,-1.219825029E0,-5.641574860E-1
5.366220000E-1,-7.625393867E-1,-2.056690216E0,-5.600884557E-1
5.466060000E-1,-6.777110100E-1,-2.591554165E0,-5.412179232E-1
5.565900000E-1,-4.001949430E-1,-2.484331369E0,-5.871337652E-1
5.665730000E-1,-1.121343598E-1,-2.009393215E0,-6.840969324E-1
5.765570000E-1,1.335899234E-1,-1.571151137E0,-8.072828054E-1
5.865410000E-1,3.177977502E-1,-1.613752127E0,-9.080542922E-1
5.965240000E-1,3.164105117E-1,-2.007348537E0,-1.013967991E0
6.065080000E-1,1.535864174E-1,-2.228758097E0,-1.101584435E0
6.164920000E-1,-3.585967794E-2,-2.147635460E0,-1.106952310E0
6.264750000E-1,-2.912557721E-1,-1.805015802E0,-1.021775126E0
6.364590000E-1,-4.541474879E-1,-1.660629749E0,-8.420146704E-1
6.464430000E-1,-5.188435912E-1,-1.500339866E0,-6.231029034E-1
6.564260000E-1,-5.752235055E-1,-1.442537069E0,-3.638582826E-1
6.664100000E-1,-6.638644338E-1,-1.027052045E0,-9.582363069E-2
6.763940000E-1,-7.367815375E-1,-4.448898435E-1,3.503775597E-1
6.863770000E-1,-8.866882324E-1,-1.542327702E-1,9.039880037E-1
6.963610000E-1,-1.090254068E0,-1.388311684E-1,1.315935254E0
7.063450000E-1,-1.256105185E0,-3.596439660E-1,1.349043608E0
7.163280000E-1,-1.373890162E0,-6.003393531E-1,1.067433238E0
7.263120000E-1,-1.360793114E0,-8.652846217E-1,7.976476550E-1
7.362960000E-1,-1.220132709E0,-1.503297448E0,6.344552636E-1
7.462790000E-1,-9.677073359E-1,-2.128844738E0,6.519092917E-1
7.562630000E-1,-6.532580256E-1,-2.474339724E0,7.575424910E-1
7.662460000E-1,-2.776297331E-1,-2.490140438E0,7.687980533E-1
7.762300000E-1,9.413824230E-2,-2.277513742E0,6.832842231E-1
7.862140000E-1,3.892632425E-1,-1.715283275E0,5.903385878E-1
7.961980000E-1,4.332208335E-1,-1.434489369E0,6.368461847E-1
8.061810000E-1,3.422151804E-1,-1.596210599E0,7.393376827E-1
8.161650000E-1,1.422155201E-1,-1.617927909E0,7.469026446E-1
8.261490000E-1,-2.181294709E-1,-1.401007891E0,5.955674648E-1
8.361320000E-1,-7.302039266E-1,-1.547546506E0,5.064386725E-1
8.461160000E-1,-1.142479420E0,-1.826849222E0,7.676646709E-1
8.561000000E-1,-1.372795701E0,-2.102909565E0,1.265891194E0
8.660830000E-1,-1.538801074E0,-2.477104664E0,1.752828360E0
8.760670000E-1,-1.675258517E0,-2.928607702E0,2.023348808E0
8.860510000E-1,-1.702132344E0,-3.297994614E0,2.071923494E0
8.960340000E-1,-1.544261813E0,-3.277810097E0,1.888137460E0
9.060180000E-1,-1.268843412E0,-2.838506699E0,1.545768619E0
9.160020000E-1,-1.075944781E0,-2.393470049E0,1.338568807E0
9.259850000E-1,-1.062148094E0,-2.094085217E0,1.410596013E0
9.359690000E-1,-1.183563948E0,-1.974001884E0,1.642314196E0
9.459530000E-1,-1.376446605E0,-2.032264709E0,1.947323442E0
9.559360000E-1,-1.545895576E0,-2.187460184E0,2.280049086E0
9.659200000E-1,-1.587939024E0,-2.555954456E0,2.509767294E0
9.759040000E-1,-1.568083882E0,-3.141196012E0,2.577758551E0
