,Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
800,8.005549,-0.37018020630000004,-8.575367432,3.629053345
801,8.015556,-0.6397695923,-8.659941559,3.1313383480000003
802,8.025562,-0.8542735291,-9.250313873,2.584375763
803,8.035569,-0.7725434875,-9.5432547,1.983824615
804,8.045576,-0.6679110718,-9.419761505,1.648222504
805,8.055583,-0.5004093933,-9.19567749,1.755848694
806,8.06559,-0.1216969299,-8.965755615,2.124532013
807,8.075597,0.1878593445,-8.851842499,2.466271362
808,8.085604,0.35835479740000004,-8.629854126,2.66775238
809,8.095611,0.5983058167,-8.339458008,2.757266235
810,8.105618,0.7888595581,-8.031697998,2.866239624
811,8.115625,0.9858499145999999,-7.82437912,3.0039532469999997
812,8.125632,1.187181244,-7.704777832,3.0376332089999996
813,8.135639,1.346599731,-7.60792923,3.06682251
814,8.145646,1.4882052609999998,-7.601791992000001,3.235821075
815,8.155653,1.7456698609999999,-7.670948181,3.473077698
816,8.16566,2.001338196,-7.700137482000001,3.622916107
817,8.175667,2.265389099,-7.7426490779999995,3.7365298460000003
818,8.185674,2.500999146,-7.876919861,3.790717163
819,8.195681,2.596350861,-8.056995392000001,3.8830751039999996
820,8.205688,2.6092240909999997,-8.225544891,4.1338037110000005
821,8.215695,2.6481431580000003,-8.403674469,4.355492706000001
822,8.225702,2.778222656,-8.641380157,4.458328857
823,8.235709,2.9343479919999997,-8.862919463999999,4.557123413
824,8.245716,3.068169708,-9.130712585,4.764442291
825,8.255723,3.1877709960000002,-9.369765472000001,4.898862762
826,8.26573,3.25288559,-9.564809875,4.884642334
827,8.275737,3.224145355,-9.625882874,4.791835327
828,8.285744,3.228186951,-9.528285828,4.717290343999999
829,8.295751,3.331023102,-9.303752747,4.742737427
830,8.305757,3.555107117,-8.982221375,4.673730927
831,8.315764,3.852688293,-8.736432495,4.585414581
832,8.325771,3.847000122,-8.302335205,4.738246765
833,8.335778,3.6812947080000002,-7.71435791,5.457501067999999
834,8.345785,3.369493103,-7.271728362999999,6.264173584
835,8.355792,2.592159576,-7.040758667,6.383475494
836,8.365799,1.240470428,-7.516020355,5.230872345
837,8.375806,0.2875520325,-9.594298553,3.353326721
838,8.385813,-0.844094696,-11.85175415,0.5631289673
839,8.39582,-2.142943726,-14.81738708,-1.3802796940000002
840,8.405827,-2.969225464,-18.08733719,-0.1236428833
841,8.415834,-3.571722565,-19.79872833,2.238145752
842,8.425841,-4.054319,-17.13082626,2.897225189
843,8.435848,-3.4940341189999997,-11.90848618,2.682571564
844,8.445855,-1.6522640990000002,-9.32440979,2.748434601
845,8.455862,-0.5258564758,-7.994575195,2.835553436
846,8.465869,-0.2676434326,-7.256759491,2.3767575069999998
847,8.475876,-0.2263293457,-7.16440155,1.599423981
848,8.485883,-0.6197113036999999,-7.323820037999999,0.9800120543999999
849,8.49589,-1.1749067690000001,-7.671846313,0.5845344543
850,8.505897,-1.610201569,-8.087082825,0.4061054993
851,8.515904,-1.8750009159999999,-8.892258453,0.4114942932
852,8.525911,-1.912872162,-9.936786346,0.7749385070999999
853,8.535918,-1.830992432,-10.79884369,1.326990509
854,8.545925,-1.424587555,-11.4742392,2.002835083
855,8.555932,-0.8336164856,-11.64727936,2.66894989
856,8.565939,-0.23680755620000002,-11.1875853,3.1105316160000003
857,8.575946,-0.004041595459000001,-10.06521927,3.067121887
858,8.585953,-0.00643661499,-8.748856659,2.634222107
859,8.59596,0.1454974365,-7.966733092999999,2.499053192
860,8.605967,0.08652008057,-7.631879425,2.371518402
861,8.615974,-0.2405497742,-7.52949234,2.296075287
862,8.625981,-0.44936553960000003,-7.575596466,2.2414389040000002
863,8.635987,-0.3406915283,-7.769892426,2.288291473
864,8.645994,0.02574645996,-8.028554535,2.434836731
865,8.656001,0.35371444700000004,-8.22105423,2.6911038210000005
866,8.666008,0.6716532898,-8.298443297999999,2.6884094239999996
867,8.676015,0.7038363647,-8.364156647,2.72628067
868,8.686022,0.7075785828,-8.508157196,2.9060568239999998
869,8.696029,0.8177494812,-8.485105133,2.7887008669999998
870,8.706036,0.7849676514,-8.631201324,2.316283264
871,8.716043,0.5580395508,-9.016500092000001,1.49658783
872,8.72605,0.09190887450999999,-9.892927551,-0.5688171387
873,8.736057,-0.9755213928,-10.58269318,-2.486928406
874,8.746064,-1.444346466,-10.53748718,-0.9026229858
875,8.756071,-1.077758789,-10.25951523,1.002315674
876,8.766078,-0.6732998656999999,-9.93049942,2.0724403380000003
877,8.776085,-0.4760101318,-9.603579254,2.753973083
878,8.786092,-0.3567082214,-9.532477112,2.629881134
879,8.796099,-0.2351609802,-9.40628952,2.193837891
880,8.806106957999999,-0.2426454163,-9.118138733,1.795665894
881,8.816113957999999,-0.4511618042,-8.809330902000001,1.772913208
882,8.826120957999999,-0.5378315735,-8.822802887,1.860331421
883,8.836127957999999,-0.6227050781,-8.963959351,1.84057251
884,8.846134958,-0.7661068726000001,-9.288634186,1.985471191
885,8.856141958,-0.9821076965000001,-9.775870972,2.083068237
886,8.866148958,-1.262774048,-10.29723679,2.122436371
887,8.876155958,-1.523082733,-10.61203217,2.098037109
888,8.886162958,-1.677561493,-10.70693481,2.157014465
889,8.896169958,-1.7380357359999998,-10.69211563,2.284100189
890,8.906176958,-1.52233429,-10.42087967,2.503394165
891,8.916183958,-1.349892883,-9.882898407,2.671644287
892,8.926190958,-1.182091827,-9.239236907999999,2.7867549130000002
893,8.936197958,-1.148561554,-8.833131409,2.93105484
894,8.946204958,-1.1804452509999999,-8.544531555,3.1979498289999997
895,8.956210958,-1.11278595,-8.308921509,3.51723587
896,8.966217958,-0.9768685912999999,-8.241860962,3.849245453
897,8.976224958,-0.8551716614,-8.390801239,3.977678375
898,8.986231958,-1.000669098,-8.749605103,4.088897095
899,8.996238958,-1.19002533,-9.344019012,4.22750885
900,9.006245958,-1.397643585,-10.09141479,4.099225616
901,9.016252957999999,-1.744023285,-10.6434668,3.984414368
902,9.026259957999999,-1.88383255,-10.78836548,3.953877869
903,9.036266957999999,-1.488504639,-10.38420593,4.122127991
904,9.046273957999999,-0.6378236389,-9.754914551,4.450395355
905,9.056280958,0.14444961550000002,-9.418264618,4.6063710019999995
906,9.066287958,1.188079376,-9.112749939,4.350552979
907,9.076294958,2.181413727,-8.475674743999999,3.892206116
908,9.086301958,2.6963429260000003,-7.714507599,3.44358902
909,9.096308958,2.74154892,-7.296576691,2.930905151
910,9.106315958,2.239043884,-7.154073029,2.3912773130000002
911,9.116322958,1.767674103,-7.300767975,2.030228119
912,9.126329958,1.130000153,-7.660919037,1.4371614069999998
913,9.136336958,0.593815155,-8.277786255,1.225501556
914,9.146343958,-0.3406915283,-8.889414367999999,1.172960815
915,9.156350957999999,-1.2412188720000001,-9.859546967,0.949176178
916,9.166357957999999,-1.956880646,-11.09986771,0.5921685791
917,9.176364957999999,-2.890040131,-12.7283313,0.5638774109
918,9.186371957999999,-3.976929932,-14.47130676,1.044228516
919,9.196378958,-4.90619751,-15.65205139,1.596430206
920,9.206385958,-5.060975647,-16.53955582,2.078727264
921,9.216392958,-4.212390289,-17.23456055,2.135010223
922,9.226399958,-3.0916708369999997,-17.32901413,1.672172699
923,9.236406958,-2.064955902,-16.45587982,1.00036972
924,9.246413958,-0.7822732544,-14.85361176,-0.13906082150000001
925,9.256420958,0.614172821,-13.4993779,-1.864522705
926,9.266427958,1.862127686,-12.3301593,-2.809956665
927,9.276434958,2.604284363,-11.28593079,-2.8174411010000004
928,9.286441958,2.978506165,-10.20981857,-2.7619065860000003
929,9.296447958,2.980003052,-8.976383514,-2.674338684
930,9.306454958,2.8876451110000003,-7.871082001,-2.072889404
931,9.316461958,2.816692657,-7.036268005,-1.683249664
932,9.326468958,2.46417572,-6.782695313,-1.218615875
933,9.336475958,1.690434723,-7.09779007,-0.18741027829999998
934,9.346482958,1.16772171,-7.652985535,1.086141357
935,9.356489958,0.9484277343999999,-7.943830719,2.503843231
936,9.366496957999999,0.37676651,-7.789052582,3.507356415
937,9.376503957999999,-0.0687071228,-7.706873474,4.590653687
938,9.386510957999999,-0.48094985960000003,-7.86299881,5.670358429
939,9.396517957999999,-1.077908478,-7.881111145,6.500083008
940,9.406524958,-1.494043121,-7.188351746,6.367907867
941,9.416531958,-1.6326548769999998,-6.723568267999999,5.2513797
942,9.426538958,-1.556613007,-6.84616333,2.8794122310000003
943,9.436545958,-1.202449493,-7.620203705,0.9247769165
944,9.446552958,-0.9836045837,-8.503816223,-0.1887574768
945,9.456559958,-1.189276886,-8.720266113,-0.41957748409999995
946,9.466566958,-1.405577087,-8.558751984,0.1546284485
947,9.476573958,-1.316661987,-8.392747192,1.084943848
948,9.486580958,-0.9482780457,-8.29589859,2.073188782
949,9.496587958,-0.5435197449,-8.039781189,2.884501648
950,9.506594957999999,-0.08846603394,-7.703730011,3.469634857
951,9.516601957999999,0.5162763977,-7.36214035,4.06599472
952,9.526608957999999,1.092278595,-7.006030883999999,4.52703598
953,9.536615957999999,1.7783020019999998,-6.75485321,4.88748642
954,9.546622958,2.509681091,-6.6584536739999995,5.169649658
955,9.556629958,3.2488439939999996,-6.75844574,5.187911682
956,9.566636958,4.025279388,-7.072941742,4.977449341
957,9.576643958,4.895120544,-7.632777557000001,4.418062592
958,9.586650958,5.753585358,-8.392148438,3.37458252
959,9.596657958,6.346053314,-9.059311066,2.324665833
960,9.606664958,6.478078766,-9.55837326,2.0977377319999997
961,9.616671958,5.998925171000001,-9.72452774,3.597469025
962,9.626678958,4.950954437,-10.05593857,5.249284058
963,9.636685958,3.450325012,-10.32837204,5.950276337000001
964,9.646692958,2.449206848,-10.47207321,6.672374725
965,9.656699957999999,2.298619995,-10.43195663,7.21005661
966,9.666706957999999,1.7760566709999999,-9.718839569,7.4046519470000005
967,9.676713957999999,1.72007309,-8.929830322,7.721243591
968,9.686720957999999,2.3989114380000003,-8.240663452,6.745422821
969,9.696726958,2.6458978269999998,-7.840994567999999,5.109923858999999
970,9.706733958,2.321222992,-8.932524719,3.266806641
971,9.716740957999999,1.557211761,-11.90803711,1.2737013240000001
972,9.726747957999999,0.360151062,-14.84822296,-0.1309776306
973,9.736754957999999,-0.7484436034999999,-18.06787766,0.10927276609999999
974,9.746761957999999,-1.7366885380000001,-20.16037628,0.9050180054000001
975,9.756768958,-2.777923279,-17.62973877,1.5739768980000002
976,9.766775958,-3.4522709660000004,-11.11618378,2.040556641
977,9.776782958,-3.050057373,-8.062683563,1.98442337
978,9.786789958,-1.9526893619999999,-7.733967132999999,2.01600769
979,9.796796958,-1.3644126890000001,-7.8695851139999995,2.0480410769999997
980,9.806803125,-1.082997894,-8.107590178999999,1.82889679
981,9.816810125,-0.6978488159,-8.556955719,1.39704483
982,9.826817125,-0.6882687378,-9.071735229,0.8569679259999999
983,9.836824125,-1.05889801,-9.584269409,0.7316784668
984,9.846831125,-1.254690857,-10.04111938,1.0136920170000001
985,9.856838125,-1.1665242,-10.43794418,1.174008636
986,9.866845125,-1.095422058,-10.69181625,1.172661438
987,9.876852125,-1.184337158,-10.53928345,1.502126312
988,9.886859125,-1.20050354,-10.2041304,2.1351599119999998
989,9.896866125,-1.342707825,-9.606573029,2.719694366
990,9.906873125,-1.382974091,-8.904532928,3.0933174130000003
991,9.916880125,-1.498683472,-8.174950104,3.31485672
992,9.926887125,-1.0300080870000001,-7.870183868,3.152444458
993,9.936894125,-0.6110293579,-7.69444931,2.904260559
994,9.946901125,-0.7512876892,-7.510332184,2.9029133610000004
995,9.956908125,-0.826431427,-7.606582031,3.074456635
996,9.966915125,-0.878972168,-7.789052582,3.147205353
997,9.976922125,-0.6533912659000001,-8.187374268,3.135230255
998,9.986929125,-0.3935316467,-8.59542572,3.374283142
999,9.996936125,0.07828720093,-8.702453156,3.4352064510000004
1000,10.00694312,0.4079017639,-8.644074554,2.9133915710000005
1001,10.01695012,0.46912445070000003,-8.79555954,1.667981415
1002,10.02695712,0.19444564820000002,-9.161398773,-0.03083587646
1003,10.03696412,-0.480201416,-9.708511047,-2.012714539
1004,10.04697112,-0.9023236084,-10.12000534,-2.66071701
1005,10.05697812,-0.6951544189,-10.04875351,-0.973276062
1006,10.06698512,-0.36149826049999995,-9.872420197,0.8569679259999999
1007,10.07699212,-0.1425036621,-9.970765686,2.288590851
1008,10.08699912,-0.2588117981,-10.24514511,3.586691437
1009,10.09700612,-0.2421963501,-10.64825684,3.97124176
1010,10.10701312,-0.32736923219999997,-10.79749649,3.23761734
1011,10.11701912,-0.5159770203,-10.60245209,2.120041351
1012,10.12702612,-0.7021897887999999,-10.16416351,1.646426239
1013,10.13703312,-0.7755372620000001,-9.867630157,1.8297949219999998
1014,10.14704012,-0.6985972595000001,-9.672585754,2.020198975
1015,10.15704712,-0.84948349,-9.579629059,2.0017872619999997
1016,10.16705412,-1.081351318,-9.69997879,1.837578735
1017,10.17706112,-1.206640778,-9.918374634,1.683249664
1018,10.18706813,-1.587149506,-10.11506561,1.3704002380000002
1019,10.19707512,-1.7374369809999999,-10.22179367,1.3696517940000001
1020,10.20708212,-1.687440948,-10.34259247,1.601968689
1021,10.21708912,-1.4730867,-10.20862106,1.8006056209999999
1022,10.22709612,-0.9907896423,-9.93753479,2.211351471
1023,10.23710312,-0.6571334839,-9.476792908,2.7126589969999997
1024,10.24711012,-0.38799316409999995,-8.929680634,3.292553101
1025,10.25711712,-0.1860630798,-8.277486877000001,3.875590668
1026,10.26712412,-0.19594253539999998,-7.437284087999999,4.3399250789999995
1027,10.27713112,-0.4167333984,-6.730603638,4.593348083
1028,10.28713812,-0.65758255,-6.278094635,4.611161041
1029,10.29714512,-0.9436376953,-6.137387238,4.35384613
1030,10.30715212,-1.080303497,-6.52088974,4.028871918
