"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-2.129580498E0,-7.102593899E0,7.905079365E0
2.000000000E-3,-2.555975676E0,-7.150503635E0,7.905079365E0
4.000000000E-3,-2.951229572E0,-7.193622112E0,7.878728867E0
6.000833000E-3,-3.308155775E0,-7.241531849E0,7.830819130E0
8.001667000E-3,-3.619568110E0,-7.284650326E0,7.770932198E0
1.000406300E-2,-3.887861729E0,-7.308605194E0,7.708650112E0
1.200645800E-2,-4.115432262E0,-7.327768803E0,7.636785507E0
1.401000000E-2,-4.302279472E0,-7.344537258E0,7.536175728E0
1.601468800E-2,-4.453194618E0,-7.358910084E0,7.418797016E0
1.802072900E-2,-4.582550526E0,-7.361305714E0,7.291836739E0
2.002812500E-2,-4.711906433E0,-7.349328041E0,7.157690048E0
2.203619800E-2,-4.838866711E0,-7.337350845E0,7.011565685E0
2.404494800E-2,-4.946663380E0,-7.315791607E0,6.858254910E0
2.605369800E-2,-5.025713921E0,-7.282254696E0,6.702548981E0
2.806244800E-2,-5.095182896E0,-7.239136219E0,6.549238205E0
3.007119800E-2,-5.152674198E0,-7.191226482E0,6.391136646E0
3.207994800E-2,-5.200583935E0,-7.131339550E0,6.228244305E0
3.409265600E-2,-5.243702412E0,-7.066661835E0,6.065351486E0
3.610536500E-2,-5.262866497E0,-7.001983643E0,5.900063515E0
3.812619800E-2,-5.231725216E0,-6.846277714E0,5.461690903E0
4.015515600E-2,-5.200583935E0,-6.774413109E0,5.258075237E0
4.218411500E-2,-5.152674198E0,-6.704944611E0,5.035295963E0
4.421307300E-2,-5.083205700E0,-6.649848461E0,4.798143387E0
4.624203100E-2,-4.996968269E0,-6.611520767E0,4.558595657E0
4.827099000E-2,-4.910730839E0,-6.577983856E0,4.316652298E0
5.027099000E-2,-4.829284668E0,-6.544447422E0,4.072313309E0
5.227099000E-2,-4.735861301E0,-6.522888184E0,3.835161209E0
5.427099000E-2,-4.613691807E0,-6.515701771E0,3.598008871E0
5.627099000E-2,-4.450798988E0,-6.520492554E0,3.353669882E0
5.827099000E-2,-4.251974583E0,-6.544447422E0,3.109331131E0
6.027099000E-2,-4.029194832E0,-6.587565899E0,2.869783401E0
6.227099000E-2,-3.787251472E0,-6.637871265E0,2.632630825E0
6.427099000E-2,-3.528539896E0,-6.700153351E0,2.395478487E0
6.627099000E-2,-3.245873451E0,-6.781599522E0,2.155930758E0
6.827099000E-2,-2.958415985E0,-6.872627735E0,1.921173811E0
7.027099000E-2,-2.678144932E0,-6.963655949E0,1.710371733E0
7.227099000E-2,-2.405060530E0,-7.049893379E0,1.533106327E0
7.427099000E-2,-2.146348715E0,-7.148108006E0,1.363027334E0
7.627099000E-2,-1.904405475E0,-7.248718262E0,1.173784494E0
7.827099000E-2,-1.681625962E0,-7.339746475E0,9.869371653E-1
8.027099000E-2,-1.478010297E0,-7.416401386E0,8.288355470E-1
8.227099000E-2,-1.264812708E0,-7.485870361E0,6.994797587E-1
8.427099000E-2,-1.046824098E0,-7.552943707E0,5.701239109E-1
8.627099000E-2,-8.479993939E-1,-7.610435486E0,4.287906587E-1
8.827099000E-2,-6.707339883E-1,-7.667926788E0,2.802709937E-1
9.027099000E-2,-5.054459572E-1,-7.727813721E0,1.245648861E-1
9.227099000E-2,-3.473443985E-1,-7.790096283E0,-3.353669867E-2
9.427099000E-2,-1.940337569E-1,-7.847587585E0,-1.724744588E-1
9.627099000E-2,-3.593217954E-2,-7.895497322E0,-2.874574363E-1
9.827099000E-2,1.245648861E-1,-7.931429386E0,-3.880675137E-1
1.002709900E-1,2.778755128E-1,-7.962570667E0,-4.743047655E-1
1.022709900E-1,4.192087352E-1,-7.993711948E0,-5.461691022E-1
1.042709900E-1,5.533555150E-1,-8.020062447E0,-6.108470559E-1
1.062709900E-1,6.898978353E-1,-8.044016838E0,-6.563611031E-1
1.082709900E-1,8.312310576E-1,-8.065576553E0,-6.707339883E-1
1.102709900E-1,9.605869055E-1,-8.094322205E0,-6.659430265E-1
1.122709900E-1,1.087547302E0,-8.127859116E0,-6.443837285E-1
1.142709900E-1,1.226485014E0,-8.154209137E0,-6.036605835E-1
1.162709900E-1,1.377400160E0,-8.173373222E0,-5.485646129E-1
1.182709900E-1,1.540292740E0,-8.194931984E0,-4.790956974E-1
1.202709900E-1,1.717558146E0,-8.218887329E0,-4.024403989E-1
1.222709900E-1,1.909196377E0,-8.238050461E0,-3.185986578E-1
1.242709900E-1,2.117603064E0,-8.257214546E0,-2.251749784E-1
1.262709900E-1,2.318823338E0,-8.269191742E0,-1.101920158E-1
1.282709900E-1,2.493693113E0,-8.281168938E0,2.395478636E-2
1.302709900E-1,2.644608259E0,-8.300333023E0,1.772654057E-1
1.322709900E-1,2.807500839E0,-8.314705849E0,3.521353602E-1
1.342709900E-1,2.984766245E0,-8.333869934E0,5.461691022E-1
1.362709900E-1,3.176404476E0,-8.367406845E0,7.545757294E-1
1.382709900E-1,3.387206554E0,-8.410525322E0,9.869371653E-1
1.402709900E-1,3.619568110E0,-8.463225365E0,1.240857840E0
1.422709900E-1,3.880675316E0,-8.515926361E0,1.504360557E0
1.442709900E-1,4.153759956E0,-8.566231728E0,1.777445078E0
1.462709900E-1,4.429239750E0,-8.623723030E0,2.045738697E0
1.482709900E-1,4.704720020E0,-8.686005592E0,2.316427708E0
1.502709900E-1,4.970617771E0,-8.745892525E0,2.611071587E0
1.522709900E-1,5.188606739E0,-8.786615372E0,2.967998028E0
1.542709900E-1,5.322753429E0,-8.817756653E0,3.394393206E0
1.562709900E-1,5.394617558E0,-8.903993607E0,3.847138643E0
1.582709900E-1,5.471272945E0,-9.102818489E0,4.249578953E0
1.602709900E-1,5.600628853E0,-9.411835670E0,4.539432049E0
1.622709900E-1,5.782685280E0,-9.754388809E0,4.699928761E0
1.642709900E-1,5.986300945E0,-1.007538319E1,4.798143387E0
1.662709900E-1,6.185125828E0,-1.036044502E1,4.915522099E0
1.682709900E-1,6.362390995E0,-1.059999275E1,5.073623657E0
1.702709900E-1,6.472582817E0,-1.083235359E1,5.219747543E0
1.722709900E-1,6.510910511E0,-1.111022949E1,5.289216518E0
1.742709900E-1,6.501328945E0,-1.145278263E1,5.272448063E0
1.762709900E-1,6.434255600E0,-1.179054546E1,5.186211109E0
1.782709900E-1,6.328854084E0,-1.204686165E1,5.071228027E0
1.802709900E-1,6.230639458E0,-1.220735836E1,5.013736725E0
1.822709900E-1,6.142006874E0,-1.228640938E1,5.092787266E0
1.842709900E-1,6.039001465E0,-1.233671474E1,5.291612148E0
1.862709900E-1,5.880899906E0,-1.240139198E1,5.516787052E0
1.882709900E-1,5.658120155E0,-1.248283863E1,5.710820675E0
1.902709900E-1,5.385035992E0,-1.256907558E1,5.878504276E0
1.922709900E-1,5.092787266E0,-1.264094067E1,6.048583508E0
1.942709900E-1,4.810121059E0,-1.269364071E1,6.235430717E0
1.962709900E-1,4.556200027E0,-1.273915482E1,6.415091515E0
1.982709900E-1,4.309465885E0,-1.278706455E1,6.585170746E0
2.002709900E-1,4.069918156E0,-1.283497429E1,6.748063087E0
2.022709900E-1,3.861511469E0,-1.287330151E1,6.891791821E0
2.042709900E-1,3.693827868E0,-1.289965153E1,7.016356468E0
2.062709900E-1,3.538121700E0,-1.290204716E1,7.138525963E0
2.082709900E-1,3.372833729E0,-1.288527870E1,7.267881870E0
2.102709900E-1,3.190777302E0,-1.286851120E1,7.390051365E0
2.122709900E-1,3.006325483E0,-1.286851120E1,7.485870361E0
2.142709900E-1,2.819478273E0,-1.288288403E1,7.538570881E0
2.162709900E-1,2.623049021E0,-1.289006996E1,7.567316532E0
2.182709900E-1,2.421828747E0,-1.287330151E1,7.584084988E0
2.202709900E-1,2.232585907E0,-1.284216022E1,7.593667030E0
2.222709900E-1,2.050529718E0,-1.280862331E1,7.586480618E0
2.242709900E-1,1.856495857E0,-1.276310921E1,7.564921379E0
2.262709900E-1,1.655275702E0,-1.269843197E1,7.526593685E0
2.282709900E-1,1.461241961E0,-1.261698532E1,7.478683949E0
2.302709900E-1,1.281581044E0,-1.251397991E1,7.418797016E0
2.322709900E-1,1.118688464E0,-1.240618324E1,7.346932888E0
2.342709900E-1,9.797507524E-1,-1.229838657E1,7.255904675E0
2.362709900E-1,8.671632409E-1,-1.219058990E1,7.138525963E0
2.382709900E-1,7.761350274E-1,-1.208039856E1,6.999588490E0
2.402709900E-1,6.994797587E-1,-1.198218346E1,6.841486931E0
2.422709900E-1,6.539656520E-1,-1.190792370E1,6.664221287E0
2.442709900E-1,6.371973157E-1,-1.187438679E1,6.477374077E0
2.462709900E-1,6.324063540E-1,-1.188636494E1,6.285735607E0
2.482709900E-1,6.012651324E-1,-1.190073776E1,6.103679180E0
2.502709900E-1,5.677284002E-1,-1.193427372E1,5.912041187E0
2.522709900E-1,5.797058344E-1,-1.202051163E1,5.706029892E0
2.542709900E-1,6.395927668E-1,-1.215465832E1,5.500018597E0
2.562709900E-1,7.330164313E-1,-1.231036377E1,5.308380604E0
2.582709900E-1,8.384174705E-1,-1.248044300E1,5.131114960E0
2.602709900E-1,9.510049820E-1,-1.266489506E1,4.958640575E0
2.622709900E-1,1.058801532E0,-1.285413742E1,4.805329800E0
2.642709900E-1,1.142643213E0,-1.305296230E1,4.675973892E0
2.662709900E-1,1.202530265E0,-1.326376438E1,4.558595657E0
2.682709900E-1,1.238462448E0,-1.348893929E1,4.438821793E0
2.702709900E-1,1.245648861E0,-1.372369671E1,4.321443081E0
2.722709900E-1,1.221694112E0,-1.397043133E1,4.218437672E0
2.742709900E-1,1.190552831E0,-1.422674751E1,4.141782284E0
2.762709900E-1,1.159411669E0,-1.449743652E1,4.096268177E0
2.782709900E-1,1.121083975E0,-1.479207993E1,4.067522526E0
2.802709900E-1,1.061197042E0,-1.508911896E1,4.045963287E0
2.822709900E-1,9.869371653E-1,-1.538376331E1,4.033986092E0
2.842709900E-1,8.911179900E-1,-1.565924358E1,4.031590462E0
2.862709900E-1,7.737395763E-1,-1.590118694E1,4.036381245E0
2.882709900E-1,6.300108433E-1,-1.611198807E1,4.041172504E0
2.902709900E-1,4.599318802E-1,-1.628685951E1,4.043567657E0
2.922709900E-1,2.635026276E-1,-1.640902710E1,4.053149700E0
2.942709900E-1,3.353669867E-2,-1.646891403E1,4.060336113E0
2.962709900E-1,-2.347569019E-1,-1.645214653E1,4.057940483E0
2.982709900E-1,-5.341917276E-1,-1.636111832E1,4.031590462E0
3.002709900E-1,-8.575813174E-1,-1.618145752E1,3.981285334E0
3.022709900E-1,-1.212112188E0,-1.590118694E1,3.895048141E0
3.042709900E-1,-1.597784162E0,-1.551311874E1,3.780065060E0
