"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-1.515640974E0,-7.350373745E0,2.784635544E0
2.470312000E-3,-1.709674597E0,-7.300068855E0,2.724748611E0
4.940625000E-3,-1.822262168E0,-7.240181446E0,2.609765530E0
7.410937000E-3,-1.956408858E0,-7.182690144E0,2.547482967E0
9.881250000E-3,-2.102533102E0,-7.062916279E0,2.446872950E0
1.235161500E-2,-2.181583881E0,-6.979074001E0,2.513946533E0
1.482192700E-2,-2.270216465E0,-6.904814720E0,2.499573469E0
1.729224000E-2,-2.344476461E0,-6.816181660E0,2.442081928E0
1.976260400E-2,-2.406758785E0,-6.775458813E0,2.478014231E0
2.223291700E-2,-2.562464952E0,-6.703594208E0,2.573833227E0
2.470328100E-2,-2.488204956E0,-6.610170841E0,2.542691946E0
2.717354200E-2,-2.536114693E0,-6.598193169E0,2.621742964E0
2.964385400E-2,-2.512159824E0,-6.576633930E0,2.688816309E0
3.211421900E-2,-2.485809803E0,-6.533514977E0,2.794217348E0
3.458458300E-2,-2.459459305E0,-6.543097019E0,2.834940434E0
3.710307300E-2,-2.385199547E0,-6.559865475E0,2.796612740E0
3.957338500E-2,-2.346871853E0,-6.598193169E0,2.897222996E0
4.204369800E-2,-2.239075422E0,-6.643707275E0,2.959505558E0
4.451401000E-2,-2.224702358E0,-6.715571404E0,2.964296341E0
4.698432300E-2,-2.124092340E0,-6.828159332E0,2.892431974E0
4.945468700E-2,-2.018691540E0,-6.854509830E0,3.031369686E0
5.192500000E-2,-1.968386292E0,-6.957515240E0,3.079279184E0
5.439536500E-2,-1.882149100E0,-7.055729389E0,3.076883793E0
5.686567700E-2,-1.827053189E0,-7.146757603E0,3.055324554E0
5.933599000E-2,-1.724047542E0,-7.180294514E0,3.043347359E0
6.180630200E-2,-1.599482656E0,-7.252158642E0,3.007415056E0
6.427666700E-2,-1.501268029E0,-7.347978115E0,2.933155060E0
6.683791700E-2,-1.393471479E0,-7.427028656E0,2.890036583E0
6.930828100E-2,-1.292861462E0,-7.450983524E0,2.913991213E0
7.177859400E-2,-1.261720181E0,-7.455774784E0,2.810985804E0
7.424895800E-2,-1.180273890E0,-7.441401482E0,2.674443483E0
7.671927100E-2,-1.110805035E0,-7.395887852E0,2.645697832E0
7.918958300E-2,-1.029358745E0,-7.319231987E0,2.664861441E0
8.165989600E-2,-8.209521174E-1,-7.221017838E0,2.523528337E0
8.413026000E-2,-7.227374911E-1,-7.158735275E0,2.473223209E0
8.660057300E-2,-6.245228648E-1,-7.086870670E0,2.348658323E0
8.907093700E-2,-5.814042687E-1,-7.029378891E0,2.401359081E0
9.154125000E-2,-4.783986807E-1,-7.067707062E0,2.389381409E0
9.401156200E-2,-3.897659779E-1,-7.072498322E0,2.171392918E0
9.651645800E-2,-4.280936420E-1,-7.098848343E0,1.943822622E0
9.898682300E-2,-4.185117483E-1,-7.127593994E0,1.783325434E0
1.014571350E-1,-4.065343142E-1,-7.165921688E0,1.759370685E0
1.039275000E-1,-4.304891229E-1,-7.218622208E0,1.548568487E0
1.063978120E-1,-4.065343142E-1,-7.268927097E0,1.304229736E0
1.088681250E-1,-3.897659779E-1,-7.321627617E0,1.076659322E0
1.113384370E-1,-3.346699774E-1,-7.362350464E0,9.784446955E-1
1.138088020E-1,-1.885457933E-1,-7.407865047E0,8.275295496E-1
1.162791150E-1,-8.314478397E-2,-7.465356827E0,6.526595950E-1
1.187494790E-1,7.016587257E-2,-7.477333546E0,5.592359304E-1
1.212197920E-1,2.330584526E-1,-7.498893261E0,4.945580363E-1
1.236901040E-1,4.606288671E-1,-7.563570976E0,4.634167552E-1
1.262055730E-1,6.354988813E-1,-7.580339432E0,4.370664954E-1
1.286759370E-1,7.313179970E-1,-7.594712257E0,4.610213041E-1
1.311462500E-1,9.229562283E-1,-7.654599190E0,4.466484785E-1
1.336166150E-1,1.174481511E0,-7.683345318E0,5.185127854E-1
1.360869270E-1,1.442775011E0,-7.692926407E0,5.520495176E-1
1.385572400E-1,1.675136566E0,-7.692926407E0,5.688178539E-1
1.410275520E-1,1.941034555E0,-7.795932770E0,5.568404794E-1
1.434979170E-1,2.254842281E0,-7.860610485E0,6.406822205E-1
1.459682290E-1,2.626141548E0,-7.942056179E0,7.125465870E-1
1.484385420E-1,3.007022381E0,-7.970802784E0,8.538798094E-1
1.509089060E-1,3.459767818E0,-8.037875175E0,9.305351973E-1
1.533792190E-1,3.893349648E0,-8.148067474E0,1.071868300E0
1.558694270E-1,4.298185349E0,-8.255863190E0,1.304229736E0
1.583397920E-1,4.755722046E0,-8.428339005E0,1.536591172E0
1.608101040E-1,5.203676701E0,-8.512179375E0,1.891122103E0
1.632804170E-1,5.658817291E0,-8.598417282E0,2.219302416E0
1.657507810E-1,5.998974800E0,-8.734959602E0,2.592997313E0
1.682210940E-1,6.367878914E0,-8.828383446E0,2.880454540E0
