"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,1.197607756E0,1.204965687E1,7.422535896E0
1.030750000E-2,-2.392822653E-1,1.268674564E1,7.393822193E0
1.281583300E-2,-2.679961324E-1,1.340997601E1,5.750551224E0
1.532296800E-2,-3.014956415E-1,1.343390465E1,3.263810158E0
1.783010400E-2,-4.791627228E-1,1.316590881E1,1.486541033E0
2.033723900E-2,-8.189435601E-1,1.278245831E1,4.995017350E-1
2.284437500E-2,-1.044467092E0,1.237986660E1,-1.471585929E-1
2.535156200E-2,-1.221535921E0,1.207358456E1,1.196411322E-3
2.785869800E-2,-1.446461320E0,1.219801140E1,5.330012441E-1
3.036583300E-2,-1.643270969E0,1.272981644E1,8.877372146E-1
3.287296800E-2,-1.791625977E0,1.352064419E1,9.116654396E-1
3.538010400E-2,-2.002194405E0,1.459861088E1,7.441678643E-1
3.788723900E-2,-2.242074728E0,1.563769436E1,5.282155871E-1
4.019354100E-2,-2.227717876E0,1.628016663E1,1.002592683E0
4.270067700E-2,-2.361716032E0,1.669173241E1,2.435295343E0
4.520781200E-2,-2.026720762E0,1.611685753E1,5.194818020E0
4.771494800E-2,-1.648056626E0,1.493360615E1,7.130611420E0
5.022208300E-2,-1.715055585E0,1.431087399E1,6.277570248E0
5.272921800E-2,-1.777269006E0,1.400878048E1,3.872185230E0
5.523640600E-2,-1.762912035E0,1.381256866E1,2.018345833E0
5.774354100E-2,-1.369890928E0,1.282074356E1,1.194018483E0
6.025067700E-2,-9.337990284E-1,1.160877895E1,1.016949654E0
6.275781200E-2,-6.131607890E-1,1.012343407E1,8.877372146E-1
6.526494800E-2,-3.062812984E-1,8.623732567E0,5.234299302E-1
6.777208300E-2,-4.360919297E-1,7.574480057E0,-8.374879137E-3
7.003958300E-2,-1.073180914E0,7.263412952E0,-6.263213158E-1
7.254671800E-2,-1.595414519E0,7.057032108E0,-1.177268744E0
7.505385400E-2,-1.987837434E0,7.090531826E0,-1.249053478E0
7.756098900E-2,-2.194218397E0,7.359126091E0,-1.225125194E0
8.006812500E-2,-2.108076811E0,7.560122967E0,-1.014556766E0
8.257526000E-2,-1.920838356E0,7.785646915E0,-6.023930907E-1
8.508244800E-2,-1.652842283E0,7.938787460E0,-2.955136001E-1
8.758958300E-2,-1.322034478E0,7.809575081E0,1.076770201E-2
9.009671800E-2,-1.101894855E0,7.502695560E0,2.506481707E-1
9.260385400E-2,-9.870393276E-1,7.162914753E0,3.702892959E-1
9.511098900E-2,-9.098708034E-1,6.865606308E0,4.277170599E-1
9.761812500E-2,-8.811569214E-1,6.812964439E0,5.521438122E-1
9.988291600E-2,-1.020538807E0,7.335197926E0,5.856433511E-1
1.023900520E-1,-1.054038405E0,8.058428764E0,5.952146053E-1
1.048971870E-1,-1.044467092E0,8.911469460E0,6.478567123E-1
1.074043230E-1,-9.337990284E-1,9.586843491E0,8.207381964E-1
1.099114580E-1,-8.428717852E-1,1.009950638E1,1.007378340E0
1.124185930E-1,-9.194421172E-1,1.091904831E1,9.499505758E-1
1.149257810E-1,-8.428717852E-1,1.163270760E1,1.223330617E0
1.174329160E-1,-1.197607756E0,1.233679581E1,7.776673436E-1
1.199400520E-1,-3.343969584E0,1.369292736E1,2.697907388E-1
1.224471870E-1,-2.778665304E0,1.412423420E1,-5.497509837E-1
1.249543230E-1,-1.920838356E0,1.353021526E1,-3.918247223E-1
1.274614580E-1,-1.441675663E0,1.308933830E1,-7.537391037E-2
1.297261980E-1,-6.801598072E-1,1.232722378E1,6.478567123E-1
1.322333330E-1,-2.679961324E-1,1.188634682E1,1.271187067E0
1.347404680E-1,-1.483550072E-1,1.172842026E1,1.424327731E0
1.372476040E-1,-1.674975902E-1,1.160399342E1,1.567897081E0
1.397547390E-1,-3.206382394E-1,1.161356449E1,1.889133453E0
1.422618750E-1,-4.935196638E-1,1.165663528E1,2.521436930E0
1.447690620E-1,-7.328019142E-1,1.163749313E1,3.417548895E0
1.472761980E-1,-1.389033556E0,1.206879902E1,3.814757586E0
1.497833330E-1,-2.275574446E0,1.272024536E1,3.906282902E0
1.522904680E-1,-2.826521635E0,1.294517040E1,3.876971006E0
1.547976040E-1,-3.109472990E0,1.312283802E1,3.742972851E0
1.573047390E-1,-3.262613773E0,1.307019520E1,3.714258909E0
1.595695310E-1,-3.253042459E0,1.307976723E1,3.728615999E0
1.620766660E-1,-3.133401155E0,1.326640701E1,3.599403381E0
1.645838020E-1,-2.931805849E0,1.333819199E1,3.489333630E0
1.670909370E-1,-2.587239504E0,1.310848045E1,3.321237803E0
1.695980730E-1,-2.299502611E0,1.297867012E1,3.062813044E0
1.721052080E-1,-2.141576290E0,1.279681587E1,2.784647465E0
1.746123960E-1,-1.901695848E0,1.273938751E1,2.320439816E0
1.771195310E-1,-1.748555183E0,1.268674564E1,1.965703845E0
1.796266660E-1,-1.604985833E0,1.258624744E1,1.846062660E0
1.821338020E-1,-1.369890928E0,1.258146191E1,1.793420553E0
1.846409370E-1,-1.125823021E0,1.261974621E1,1.769492388E0
1.871480730E-1,-1.073180914E0,1.308933830E1,1.539183140E0
1.894128640E-1,-1.207179070E0,1.371207047E1,1.798206210E0
1.919200000E-1,-1.298106313E0,1.392263889E1,2.813361168E0
1.944271350E-1,-1.341177106E0,1.382692528E1,3.685544968E0
1.969342710E-1,-1.552343726E0,1.400878048E1,4.001996040E0
1.994414060E-1,-1.829911113E0,1.381256866E1,4.102494240E0
2.019485410E-1,-1.868196249E0,1.307976723E1,4.049852371E0
2.044557290E-1,-1.834696770E0,1.174756241E1,3.259024382E0
2.069628640E-1,-1.604985833E0,1.016171932E1,2.315654039E0
2.094700000E-1,-1.231107235E0,1.014736271E1,3.575475216E0
2.119771350E-1,-5.748756528E-1,8.767900467E0,3.282952785E0
2.144842710E-1,1.244267747E-1,8.169096947E0,3.436691523E0
2.169914060E-1,1.173679471E0,7.612765312E0,3.652045488E0
2.192561980E-1,1.978864312E0,7.061817646E0,3.489333630E0
2.217633330E-1,2.587239504E0,6.774679184E0,3.575475216E0
2.242704680E-1,2.994617462E0,6.424728870E0,3.455834150E0
2.267776040E-1,3.272184849E0,5.912066460E0,3.508476257E0
2.292847390E-1,3.473780155E0,5.298905849E0,3.565903902E0
2.317918750E-1,3.382853031E0,5.155336380E0,3.819543123E0
2.342990620E-1,3.133401155E0,5.567500114E0,3.934996843E0
2.368061980E-1,2.697309256E0,6.463014126E0,4.092923164E0
2.393133330E-1,2.036292076E0,7.675576687E0,4.370490551E0
2.418204680E-1,1.423131227E0,8.944969177E0,4.782654285E0
2.443276040E-1,3.978067636E-1,1.090469074E1,5.113461971E0
2.468347390E-1,-5.653043389E-1,1.344826126E1,5.170889854E0
2.490995310E-1,-1.581057549E0,1.581536102E1,4.730011940E0
2.516066660E-1,-2.726023197E0,1.767877197E1,4.639084816E0
